CONTROL,SMSA,AGE1,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,PER,ZINC2,ROOMS,ZADEQ,ZSMHC,METRO,WEIGHT,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,IPOV,LMED,L50,L80,FMR,GLMED,GL50,GL80,APLMED,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTSTATUS
'000000032593','7600',40,4,1919,'1',1,-6,-6,'2',1,6,49000,7,'1',1667,'7',711.54521064,1,'2',0,9,1667,1667,1667,1667,49000,0,28666,84300,48894,74240,1704,94736.34,54947.0772,83430.912,109894.1544,54947.0772,83430.912,109894.1544,0.408244898,44.588358924,2,170.93420777,3,71.889671362,2,60.676566797,4,232.6100607,4,97.828638498,2,60.676566797,4,232.6100607,4,97.828638498,2,60.676566797,4,232.6100607,4,97.828638498,2,60.676566797,4,232.6100607,4,97.828638498,2,'1 Adequate','-5','-5','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000032594','7600',38,4,2007,'1',1,-6,-6,'2',1,5,38000,7,'1',1500,'7',711.54521064,1,'2',0,0.0833333333,1500,1500,1500,1500,38000,0,25603,84300,45522,69120,1704,94736.34,51157.6236,77677.056,102315.2472,54947.0772,83430.912,109894.1544,0.4736842105,37.140114538,2,148.42010702,2,55.751173709,2,54.597990519,3,234.3475374,4,88.028169014,2,54.597990519,3,234.3475374,4,88.028169014,2,54.597990519,3,234.3475374,4,88.028169014,2,54.597990519,3,234.3475374,4,88.028169014,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000032595','7600',26,3,1950,'1',1,-6,-6,'2',1,4,71000,6,'1',1383,'7',711.54521064,1,'2',0,83.333333333,1383,1383,1383,1383,71000,0,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.2337464789,74.944841652,4,326.34675492,4,127.24014337,3,56.14773348,3,254.27468285,4,99.139784946,2,56.14773348,3,254.27468285,4,99.139784946,2,56.14773348,3,254.27468285,4,99.139784946,2,56.14773348,3,254.27468285,4,99.139784946,2,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000032599','7600',80,3,1940,'1',1,277000,-6,'1',1,2,20810,6,'1',1611,'7',747.89383107,1,'1',625.58333333,69.25,2535.7627925,3605.4145375,2870.358416,2476.1947488,0,-9,12968,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.9289764536,27.457784415,1,160.47193091,3,37.29390681,1,102.94818037,6,782.16002237,4,181.77511058,3,116.53226272,6,885.36656879,4,205.76045993,3,146.3744429,7,1112.0957858,4,258.45265502,3,100.5298068,6,763.78616558,4,177.50499992,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','6 100 - 120% AMI','6 100 - 120% AMI','7 120% AMI +','6 100 - 120% AMI','1 LTE 30% AMI','.','3 Greater than 50%','-5'
'000000032600','7600',56,2,1950,'1',1,-6,-6,'2',1,3,70000,4,'1',1008,'7',711.54521064,1,'2',258,0,1008,1008,1008,1008,70000,0,16781,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.1728,82.099200558,5,417.13843037,4,177.30496454,3,47.289139521,2,240.27173589,4,102.12765957,3,47.289139521,2,240.27173589,4,102.12765957,3,47.289139521,2,240.27173589,4,102.12765957,3,47.289139521,2,240.27173589,4,102.12765957,3,'1 Adequate','-5','1940-1959','1 Single Family','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000032601','7600',25,2,1995,'1',1,-6,-6,'2',9,2,40000,4,'2',867,'7',711.54521064,3,'2',67,0,867,867,867,867,40000,0,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.2601,52.778057501,3,278.43519421,4,101.31712259,3,40.674289648,2,241.40331338,4,87.841945289,2,40.674289648,2,241.40331338,4,87.841945289,2,40.674289648,2,241.40331338,4,87.841945289,2,40.674289648,2,241.40331338,4,87.841945289,2,'2 Moderately Inadequ','-5','1990-1999','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','3 50 - 60% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000032602','7600',31,2,1919,'1',1,-6,-6,'2',1,4,24000,5,'1',1237,'7',711.54521064,1,'2',230,7.3333333333,1237,1237,1237,1237,12000,0,21832,84300,42150,64000,987,94736.34,47368.17,71923.2,94736.34,42631.353,64730.88,85262.706,0.6185,25.333467601,1,109.93037743,2,60.790273556,2,58.032406337,3,226.6397948,4,125.32928065,3,58.032406337,3,226.6397948,4,125.32928065,3,58.032406337,3,226.6397948,4,125.32928065,3,58.032406337,3,226.6397948,4,125.32928065,3,'1 Adequate','-5','-5','1 Single Family','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','1 LTE 30% AMI','0 Not Assisted','3 Greater than 50%','-5'
'000000032607','7600',40,2,1919,'1',1,-6,-6,'2',2,2,85000,4,'1',900,'7',711.54521064,2,'2',50,0,900,900,900,900,85000,0,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.1270588235,112.15337219,6,591.67478769,4,215.29888551,3,42.222446001,2,250.59167479,4,91.185410334,2,42.222446001,2,250.59167479,4,91.185410334,2,42.222446001,2,250.59167479,4,91.185410334,2,42.222446001,2,250.59167479,4,91.185410334,2,'1 Adequate','-5','-5','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000032608','7600',44,2,1920,'1',1,195000,-6,'1',1,1,52000,4,'1',1160,'7',747.89383107,1,'1',74,3,1372.9611716,2125.9651076,1608.5068272,1331.0269892,52000,-9,11161,84300,29505,44800,987,94736.34,33157.719,50346.24,66315.438,42631.353,64730.88,85262.706,0.2676923077,78.413114002,5,465.90807275,4,131.71225937,3,64.410865479,4,492.05668727,4,139.10447534,3,75.461214058,4,576.47408912,4,162.9692834,3,99.737163285,5,761.92638925,4,215.39666744,3,62.443572422,4,477.02786103,4,134.85582464,3,'1 Adequate','-5','-5','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000032609','7600',74,4,1920,'1',1,212700,-6,'1',1,1,33780,7,'1',453,'7',747.89383107,1,'1',211.91666667,50,1675.511237,2496.864761,1932.4371904,1629.7707211,0,-9,10289,84300,29505,44800,1704,94736.34,33157.719,50346.24,66315.438,54947.0772,83430.912,109894.1544,0.1609236234,50.938365211,3,328.31178929,4,49.559859155,1,60.98636442,4,651.37962366,4,98.328124235,2,70.338124935,4,751.26336493,4,113.40593841,3,90.882532364,5,970.69288015,4,146.52962212,3,59.321470919,3,633.59732572,4,95.64382166,2,'1 Adequate','-5','-5','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','3 50 - 60% AMI','.','1 Less than 30%','-5'
'000000032611','7600',41,2,1985,'1',1,-6,-6,'2',12,3,41500,4,'1',835,'7',711.54521064,3,'2',75,0,835,835,835,835,41500,0,17268,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.2414457831,48.673097474,2,240.32893213,4,105.11651469,3,39.173047123,2,193.42135742,3,84.599797366,2,39.173047123,2,193.42135742,3,84.599797366,2,39.173047123,2,193.42135742,3,84.599797366,2,39.173047123,2,193.42135742,3,84.599797366,2,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000032617','7600',40,3,1975,'1',1,300000,-6,'1',1,4,100000,6,'1',1350,'7',747.89383107,1,'1',267,75,2335.7864179,3494.2540117,2698.1643495,2271.2722911,100000,-9,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.162,105.556115,6,459.64331679,4,179.21146953,3,94.829438366,5,429.45144657,4,167.43988659,3,109.54144091,6,496.07728433,4,193.41679925,3,141.86149166,7,642.44420145,4,250.48415854,3,92.210261218,5,417.59005169,4,162.815218,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5'
'000000032618','7600',60,3,1975,'1',1,250000,-6,'1',1,2,2500,7,'1',439,'7',747.89383107,1,'1',197,0,1858.4886816,2823.8783431,2160.4702912,1804.7269093,0,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,2.1072,3.2986285938,1,17.402199638,1,4.4802867384,1,75.451863464,4,517.46865699,4,133.2249951,3,87.711865585,5,601.55096512,4,154.87242231,3,114.64524121,6,786.26711488,4,202.42855506,3,73.269215841,4,502.49948748,4,129.37110461,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','1 LTE 30% AMI','.','3 Greater than 50%','-5'
'000000032619','7600',50,3,1995,'1',1,-6,-6,'2',1,2,94000,5,'1',1506,'7',711.54521064,1,'2',165.5,0,1506,1506,1506,1506,94000,0,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.1922553191,124.02843513,7,654.32270639,4,168.45878136,3,61.14134969,4,419.32340248,4,107.95698925,3,61.14134969,4,419.32340248,4,107.95698925,3,61.14134969,4,419.32340248,4,107.95698925,3,61.14134969,4,419.32340248,4,107.95698925,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5'
'000000032620','7600',64,2,1995,'1',1,280000,-6,'1',1,2,38581,4,'1',1108,'7',747.89383107,1,'1',126.91666667,70,2057.7839901,3139.0204109,2396.0033928,1997.5708051,33000,-9,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.3446255929,50.905755912,3,268.55770569,4,97.72289767,2,96.538526002,5,572.95948491,4,208.48875279,3,112.40569319,6,667.13167001,4,242.75616949,3,147.26346644,7,874.01375774,4,318.0365158,3,93.713694945,5,556.19401505,4,202.38812615,3,'1 Adequate','-5','1990-1999','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5'
'000000032625','7600',60,2,1975,'1',1,-6,-6,'2',1,2,21000,4,'1',594,'7',711.54521064,1,'2',128,0,594,594,594,594,21000,0,14787,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.3394285714,27.708480188,1,142.01663623,2,53.191489362,2,27.866814361,1,160.68167985,3,60.182370821,2,27.866814361,1,160.68167985,3,60.182370821,2,27.866814361,1,160.68167985,3,60.182370821,2,27.866814361,1,160.68167985,3,60.182370821,2,'1 Adequate','-5','1960-1979','1 Single Family','2 2BR','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000032626','7600',31,3,1975,'1',1,-6,-6,'2',3,4,45000,5,'1',1194,'7',711.54521064,2,'2',244,0,1194,1194,1194,1194,45000,0,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.3184,47.500251751,2,206.83949255,4,80.64516129,2,48.47461589,2,219.5256481,4,85.591397849,2,48.47461589,2,219.5256481,4,85.591397849,2,48.47461589,2,219.5256481,4,85.591397849,2,48.47461589,2,219.5256481,4,85.591397849,2,'1 Adequate','-5','1960-1979','2 2-4 units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000032627','7600',85,1,1985,'1',6,1,-6,'1',27,1,0,3,'1',0,'7',643.63142802,4,'1',0,0,0.0066459547,0.0105075134,0.0078538812,0.0064309076,0,-9,10289,84300,29505,44800,820,94736.34,33157.719,50346.24,66315.438,35526.1275,53942.4,71052.255,-1,0,1,0,1,0,1,0.0003741446,1,0.0025837126,1,0.0008104823,1,0.0004421468,1,0.0030533118,1,0.0009577904,1,0.0005915372,1,0.0040849503,1,0.0012814041,1,0.0003620382,1,0.0025001099,1,0.000784257,1,'1 Adequate','-5','1980-1989','4 20-49 units','1 1BR','1 Owner','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','.','4 No Income','-5'
'000000032628','7600',-9,2,1970,'3',1,-6,1,'-6',1,-6,-6,4,'-6',-6,'7',643.63142802,1,'2',0,0,685,685,685,685,-9,-9,11161,84300,29505,44800,987,94736.34,33157.719,50346.24,-9,42631.353,64730.88,85262.706,-9,-9,-9,-9,-9,-9,-9,32.13597279,2,245.49771526,4,69.402228977,2,32.13597279,2,245.49771526,4,69.402228977,2,32.13597279,2,245.49771526,4,69.402228977,2,32.13597279,2,245.49771526,4,69.402228977,2,'-5','-5','1960-1979','1 Single Family','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','.','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','.','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','.','.','.','-5'
'000000032629','7600',41,3,1995,'1',1,-6,-6,'2',1,4,105100,5,'1',1377,'7',711.54521064,1,'2',277,0,1377,1377,1377,1377,105100,0,22490,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.1572216936,110.93947687,6,467.31880836,4,188.35125448,3,55.904142446,3,244.90884838,4,98.709677419,2,55.904142446,3,244.90884838,4,98.709677419,2,55.904142446,3,244.90884838,4,98.709677419,2,55.904142446,3,244.90884838,4,98.709677419,2,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000032634','7600',57,3,1985,'1',1,370000,-6,'1',1,1,56200,7,'1',1188,'7',747.89383107,1,'1',146,100,2705.0032488,4133.7799478,3151.936031,2625.4358257,52000,-9,11161,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.2536654804,84.746480902,5,503.5391094,4,100.71684588,3,109.81909,6,969.44834648,4,193.90704292,3,127.96389314,7,1129.6249551,4,225.9452352,3,167.82528906,7,1481.5088067,4,296.32831167,3,106.58877152,6,940.93211209,4,188.203285,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5'
'000000032635','7600',57,4,1985,'1',1,280000,-6,'1',1,2,62000,9,'1',2267,'7',747.89383107,1,'1',153,116.66666667,2130.5339901,3211.7704109,2468.7533928,2070.3208051,38000,-9,14366,84300,33720,51200,1704,94736.34,37894.536,57538.56,75789.072,54947.0772,83430.912,109894.1544,0.4387741935,81.805989127,5,431.57455102,4,90.962441315,2,77.548583059,5,593.21564529,4,125.03133744,3,89.859316224,5,687.38783039,4,144.87989395,3,116.9041403,6,894.26991812,4,188.48417904,3,75.356903791,4,576.45017543,4,121.49769983,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000032644','7600',54,2,1980,'1',2,1,-6,'1',1,2,28080,5,'1',158,'7',619.47693796,6,'1',75,0.0833333333,75.089979288,75.093840847,75.091187214,75.089764241,28000,-9,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.0675213675,37.050196366,2,195.46150633,3,71.124620061,2,3.5227584397,1,20.907692966,1,7.6079006371,1,3.5228151081,1,20.908029295,1,7.6080230207,1,3.5229396002,1,20.90876816,1,7.6082918791,1,3.522748351,1,20.90763309,1,7.6078788491,1,'1 Adequate','-5','1980-1989','6 Mobile Home','2 2BR','1 Owner','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','3 150-200% Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','2 30 - 50% AMI','.','1 Less than 30%','-5'
'000000032645','7600',66,3,1975,'1',2,12000,-6,'1',1,3,46360,7,'1',508,'7',619.47693796,6,'1',233.5,66.666666667,379.91812338,426.25682713,394.41324065,377.33755831,500,-9,16781,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.1314926661,54.373127684,3,276.26482331,4,83.082437276,2,15.424108124,1,90.559114089,1,27.234274078,1,16.012588226,1,94.014240068,1,28.273350584,1,17.305390256,1,101.60463075,2,30.556044956,1,15.319341039,1,89.943998168,1,27.049287334,1,'1 Adequate','-5','1960-1979','6 Mobile Home','3 3BR','1 Owner','1 LTE Poverty','1 LTE Poverty','2 100-150% Poverty','1 LTE Poverty','4 200%+ Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','3 50 - 60% AMI','.','1 Less than 30%','-5'
'000000032646','7600',49,3,1990,'1',1,225000,-6,'1',1,3,115800,7,'1',1531,'7',747.89383107,1,'1',210.5,48,1753.8398134,2622.6905088,2025.6232621,1705.4542184,77000,-9,16781,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.1586528497,135.81553464,7,690.06614624,4,207.52688172,3,71.203275786,4,418.0537068,4,125.72328412,3,82.237277695,5,482.8373189,4,145.20596861,3,106.47731575,6,625.1571441,4,188.00648808,3,69.238892925,4,406.52028326,4,122.25478268,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000032652','7600',44,3,1970,'1',1,250000,-6,'1',1,3,86500,7,'1',468,'7',747.89383107,1,'1',136,41.666666667,1839.1553483,2804.5450097,2141.1369579,1785.393576,85000,-9,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.0649248555,101.45115498,6,500.92656938,4,155.01792115,3,74.666959019,4,426.02625626,4,131.83909307,3,86.92696114,5,495.97798422,4,153.48652028,3,113.86033676,6,649.65138053,4,201.04265303,3,72.484311396,4,413.57275329,4,127.98520258,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5'
